,keyword,page,position,id,type,name,brand,averageRating,manufacturerName,shortDescription,thumbnailUrl,price,currencyUnit
45,iphone,4,37,13HPZ70F5WW8,Cell Phones,Used iPhone XS 64GB Gray (Unlocked) (Used ),iPhone,3.2,,iPhone XS 64GB Gray (Unlocked) Used,https://i5.walmartimages.com/seo/Used-iPhone-XS-64GB-Gray-Unlocked-Used_359b100d-ea69-42c3-8e02-e78ce53545f5.f415086132e5365bc7994dbea891e187.jpeg,204.99,USD
46,iphone,4,36,54ISLSEZO8FP,Cell Phones,Restored Apple iPhone 11 Pro Max 256GB Space Gray Fully Unlocked Smartphone (Refurbished),Apple,3.6,,"Shoot 4K videos, beautiful portraits, and sweeping landscapes with the all-new dual-camera system. Capture your best low-light photos with Night mode. See true-to-life color in your photos, videos, and games on the 6.5-inch Liquid Retina display. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. Do more and charge less with all-day battery life. And worry less with water resistance up to 2 meters for 30 minutes. Phones are in Excellent Condition and are 100% Functional. These phones will not be in the original packaging and include Brand New Non OEM MFI certified power cable and UL approved power adapter. Headphones are not included. These phones are Fully Unlocked and are Compatible with all major U.S. carriers, including Verizon, AT&T, and T-Mobile. All Phones have been fully tested and are in excellent working order. Device may show some light scuffs or scratch marks from handling.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-11-Pro-Max-256GB-Space-Gray-Fully-Unlocked-Smartphone-Refurbished_219ca52c-ee00-4ec0-a493-097ba0af7f04.605006e9cd156f384d971ba9a286738d.jpeg,409.99,USD
47,iphone,4,35,1I7EF13JLIDO,Cell Phones,Apple iPhone 11 128GB White Fully Unlocked B Grade Refurbished,Apple,3.4,,"Shoot 4K videos, beautiful portraits, and sweeping landscapes with the all-new dual-camera system. Capture your best low-light photos with Night mode. See true-to-life color in your photos, videos, and games on the 6.1-inch Liquid Retina display. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. Do more and charge less with all-day battery life. And worry less with water resistance up to 2 meters for 30 minutes. Phones are in Excellent Condition and are 100% Functional. These phones will not be in the original packaging and include Brand New Non OEM MFI certified power cable and UL approved power adapter. Headphones are not included. These phones are Fully Unlocked and are Compatible with all major U.S. carriers, including Verizon, ATT, and T-Mobile. All Phones have been fully tested and are in excellent working order. Device may show some light scuffs or scratch marks from handling.",https://i5.walmartimages.com/seo/Apple-iPhone-11-128GB-White-Fully-Unlocked-B-Grade-Refurbished_84997b29-4bb4-466b-8e7d-580d89ca2223.9ea26801abcbc9ab82d6ba7163a5e593.jpeg,297.75,USD
48,iphone,4,34,31WGFKJO6E6R,Cell Phones,Apple iPhone 11 Pro 64GB Fully Unlocked (Verizon + Sprint GSM Unlocked) - Space Gray (Refurbished: Fair),Apple,3.1,,"A transformative triple‑camera system that adds tons of capability without complexity. An unprecedented leap in battery life. And a mind‑blowing chip that doubles down on machine learning and pushes the boundaries of what a smartphone can do. Welcome to the first iPhone powerful enough to be called Pro. Expanded field of view. iPhone 11 Pro lets you zoom from the Telephoto all the way out to the new Ultra Wide camera, for an impressive 4x optical zoom range. Elegant, immersive interface. We leveraged the wider field of view to let you see what’s happening outside the image frame — and simply tap to capture it. And there’s almost nothing between you and your subject except a new, Pro camera font. So you’re always fully immersed in the scene. iPhone 11 Pro lets you capture videos that are beautifully true to life, with greater detail and smoother motion. Epic processing power means it can shoot 4K video with extended dynamic range and cinematic video stabilization — all at 60 fps. You get more creative control, too, with four times more scene and powerful new editing tools to play with. From dimly lit restaurants to moonlit beaches, the new Night mode uses intelligent software and A13 Bionic to deliver low‑light shots never before possible on iPhone. And it all happens automatically. You can also experiment with manual controls to dial in even more detail and less noise. From dimly lit restaurants to moonlit beaches, the new Night mode uses intelligent software and A13 Bionic to deliver low‑light shots never before possible on iPhone. And it all happens automatically. You can also experiment with manual controls to dial in even more detail and less noise. Next-generation Smart HDR uses advanced algorithms to finesse highlight and shadow detail in your image. And now it leverages machine learning to recognize faces in your shot and intelligently relight them. That means iPhone 11 Pro can automatically fine-tune detail in both the subject and the background. Even some DSLR cameras can’t do that. Say you’re taking photos and you see something you’ve got to catch on video. With QuickTake, there’s no need to switch modes. Just leave your finger on the shutter to start recording. Want to keep the recording going? Swipe right. To take burst photos, swipe left. The new 12MP TrueDepth camera lets you take superfun slow-motion selfie videos at 120 fps, or shoot in 4K at 60 fps. For stills, the camera now automatically zooms out when you rotate your iPhone, so you can get your whole crew in the shot. Yes, even selfies can be Pro. The Super Retina XDR display boasts not one but two new record levels of brightness and understands when to use them. It hits up to 800 nits when you’re out in the sun — great for shooting and making selects on the go — and up to 1200 nits when you’re viewing extreme dynamic range content. It’s like having a Pro Display XDR on your iPhone. We custom‑built A13 Bionic with a focus on machine learning across the entire chip — enabling experiences that simply aren’t found on any other smartphone. In fact, it’s so fast, so powerful, and so intelligent, it’s years ahead of any other chip. Which gives you an unfair advantage. IP68 rating water resistant to a depth of 4 meters for up to 30 minutes. Spill resistant for common liquids like coffee, tea, and soda. Dust resistant thanks to precision‑fitted seals. Face ID is now up to 30 percent faster. It works from farther away. At more angles, too. And it’s still the most secure facial authentication in a smartphone. Privacy is built in, everything about iPhone is engineered to protect your privacy. Face ID data doesn’t leave your iPhone and is never backed up to iCloud or anywhere else. Maps tells you where you’re going without telling anyone where you are. Every iMessage you send is encrypted end‑to‑end. And the list goes on.",https://i5.walmartimages.com/seo/Apple-iPhone-11-Pro-64GB-Fully-Unlocked-Verizon-Sprint-GSM-Unlocked-Space-Gray-Refurbished-Fair_c5d6cba5-72d4-4688-a3d9-6449c4e59c5a.c28f66f84183f0e3450ae0a8c9e37b37.jpeg,298.99,USD
49,iphone,4,33,1LFAMANX2QZC,Cell Phones,Apple iPhone 11 Pro 256GB Space Gray Fully Unlocked B Grade Used Smartphone,Apple,3.2,,"5.8-inch All-Screen OLED Multi-Touch DisplayWater- and dust-resistant (4m for up to 30 minutes, IP68)Triple-camera system with 12.0MP ultrawide, wide, and telephoto cameras; Night mode, Portrait mode, and 4K video up to 60 fpsFace ID for secure authentication and Apple PayA13 Bionic chip with third-generation Neural EngineiOS 13 with Dark mode, new tools for editing photos and video, and brand-new privacy features",https://i5.walmartimages.com/seo/Apple-iPhone-11-Pro-256GB-Space-Gray-Fully-Unlocked-B-Grade-Used-Smartphone_903e01ca-2271-40fa-bac3-62deae75a0ca.df01706b06717434601e0e4f62ec1235.jpeg,359.95,USD
50,iphone,4,32,1WEN09R3PBK9,Cell Phones,Restored iPhone 11 Pro 256GB Silver (Unlocked) (Refurbished),Apple,3.7,,"This iPhone has been fully tested and has been reset to factory settings by a certified technician. Phone is in good working order with minimal to no scratches, scuffs, dings or blemishes present. Comes with compatible USB cable and compatible wall adapter. No SIM card is included. This phone is Unlocked for use with GSM and CDMA carriers.",https://i5.walmartimages.com/seo/Restored-iPhone-11-Pro-256GB-Silver-Unlocked-Refurbished_f5705c0c-09be-4eb0-9eb1-05551888f59a_1.97fc948164142685c8be23c9c4ad63d2.png,375.0,USD
51,iphone,4,31,4FJZVU9VHNMV,Cell Phones,"Restored Apple iPhone 12 Pro Max, 128 GB, Graphite Fully Unlocked GSM and CDMA compatible (Refurbished)",Apple,2.7,,"This phone has been fully tested and has been reset to factory settings by a certified technician. Phone is in good working order with minimal to no scratches, scuffs, dings or blemishes present. Comes with compatible USB cable and compatible wall adapter. No SIM card is included.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-12-Pro-Max-128-GB-Graphite-Fully-Unlocked-GSM-and-CDMA-compatible-Refurbished_84120a50-3598-402d-aed0-8ae584f06cf3.c4537cbe63926cbc85de346032c45efd.jpeg,492.0,USD
52,iphone,4,30,2141KL1BB05B,Cell Phones,Used (Good Condition) Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone,Apple,3.6,,Used (Good Condition) Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone,https://i5.walmartimages.com/seo/Used-Good-Condition-Apple-iPhone-XR-64GB-Factory-Unlocked-Smartphone-4G-LTE-iOS-Smartphone_d5957d33-28c1-47e6-8a65-a703c7c83a1f.848e9ed63f3ca7b354ccf2d906f94a44.jpeg,194.99,USD
53,iphone,4,29,49B6ZIG33XN7,Cell Phones,Restored Apple iPhone 11 Pro Max 64GB Space Gray Fully Unlocked Smartphone (Refurbished),Apple,3.1,,"Shoot 4K videos, beautiful portraits, and sweeping landscapes with the all-new dual-camera system. Capture your best low-light photos with Night mode. See true-to-life color in your photos, videos, and games on the 6.5-inch Liquid Retina display. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. Do more and charge less with all-day battery life. And worry less with water resistance up to 2 meters for 30 minutes. Phones are in Excellent Condition and are 100% Functional. These phones will not be in the original packaging and include Brand New Non OEM MFI certified power cable and UL approved power adapter. Headphones are not included. These phones are Fully Unlocked and are Compatible with all major U.S. carriers, including Verizon, AT&T, and T-Mobile. All Phones have been fully tested and are in excellent working order. Device may show some light scuffs or scratch marks from handling.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-11-Pro-Max-64GB-Space-Gray-Fully-Unlocked-Smartphone-Refurbished_219ca52c-ee00-4ec0-a493-097ba0af7f04.605006e9cd156f384d971ba9a286738d.jpeg,384.99,USD
54,iphone,4,28,6ZN6Z2TGKLL3,Cell Phones,Apple iPhone 11 Pro A2160 64GB Space Gray Fully Unlocked Smartphone (Refurbished: Fair),Apple,3.4,,Apple iPhone 11 Pro 64GB Space Gray - Unlocked - Grade Z,https://i5.walmartimages.com/seo/Apple-iPhone-11-Pro-A2160-64GB-Space-Gray-Fully-Unlocked-Smartphone-Refurbished-Fair_a6028b2d-ebed-462e-b5dc-a42b60a15581.3267dbef31ae06a1f78684ffc20b45f5.jpeg,298.97,USD
55,iphone,4,27,5CWYHXYZ757A,Cell Phones,Pre-Owned Apple iPhone XS 64GB Fully Unlocked (Verizon + Sprint + GSM Unlocked) - Space Gray (Refurbished: Fair),Apple,3.5,,"The phone is tested, working, and functional. May have scruff, scratched, cracks, or other minor issues that don’t affect the functionality of the phone.5.8-inch Super AMOLED Capacitive Touchscreen, 1125 x 2436 pixelsiOS, Apple A12 Bionic, Hexa-Core, Apple GPU (4-Core Graphics)Dual 12MP(f/1.8, 28mm, OIS) & 12MP(f/2.4, 52mm, 2x optical Zoom) Cameras with Quad-LED Dual-Tone Flash & 7MP Front Camera with f/2.2, 32mmInternal Memory: 64GB, 4GB RAMIP68 Dust/Water Resistant (Up to 2m for 30 mins), Scratch-Resistant Glass, Oleophobic CoatingDimensions: 5.65 x 2.79 x 0.30 inches, Weight: 6.24 oz",https://i5.walmartimages.com/seo/Pre-Owned-Apple-iPhone-XS-64GB-Fully-Unlocked-Verizon-Sprint-GSM-Unlocked-Space-Gray-Refurbished-Fair_65b83fff-32ea-46c0-8884-cbdc179819ab_1.881745995768a4e266ef553c5799ec3d.jpeg,204.99,USD
56,iphone,4,26,3LTZ9I4T1TU0,Cell Phones,Restored Straight Talk Apple iPhone X 64GB Silver LTE MQA62LL/A (Refurbished),Apple,2.6,,"Features:5.8-inch diagonally Super Retina HD display with HDR and True Tone and Actual viewable area is lessAll-glass and stainless steel design, water and dust resistantiPhone X display has rounded corners12MP dual cameras with dual OIS, Portrait mode, Portrait Lighting, and 4K video up to 60 fps7MP TrueDepth front camera with Portrait mode, Portrait LightingFace ID for secure authentication and Apple PayA11 Bionic, the most powerful and smartest chip in a smartphoneWireless charging works with Qi chargersCharging mat sold separatelyPortrait Lighting available in beta.Tested Under IEC standard:iPhone X is splash, water, and dust resistant and was tested under controlled laboratory conditions with a rating of IP67 under IEC standard 60529.",https://i5.walmartimages.com/seo/Restored-Straight-Talk-Apple-iPhone-X-64GB-Silver-LTE-MQA62LL-A-Refurbished_91888b76-e666-45df-84f8-2f75baf523df_1.1b240cc85c02a9fa833584ef67125d85.jpeg,199.0,USD
57,iphone,4,25,43JTKHC234YH,Cell Phones,Pre-Owned Apple iPhone 8 Plus 64GB 128GB 256GB All Colors - Factory Unlocked Cell Phone (Refurbished: Good),Apple,3.7,,"The Apple iPhone 8 Plus is in Excellent condition OpenBox with very minor signs of use. Each phone has passed our 30+ points inspection and proven 100% functional. Comes in retail or gift box with new Wall adapter and USB Cable. It is Factory Unlocked Cell Phone and works with any wireless carrier; AT&amp;T, Verizon, Sprint, T-Mobile...etc.",https://i5.walmartimages.com/seo/Pre-Owned-Apple-iPhone-8-Plus-64GB-128GB-256GB-All-Colors-Factory-Unlocked-Cell-Phone-Refurbished-Good_0c94fa2e-1996-4efe-bb77-38993e33013e.c8ca62efa3b6d7ab43dac3ed3acf8a0b.jpeg,186.59,USD
58,iphone,4,24,3OWW1VJ5BDSP,Cell Phones,Apple iPhone SE 32GB Unlocked Space Gray (Refurbished: Good),Apple,3.3,,"Used Apple iPhone SE 32GB Unlocked Space Gray (Good Condition). iPhone comes with a 1 year mechanical warranty and is 100% tested by our in-house technicians using a 33 point software diagnostic tool. The iPhone is unlocked. iPhone comes with generic charging cable and charging block in a generic white box. Does not include SIM card. iPhone shows some signs of wear and could include small scratches on glass or minor dings on corners. Returns are accepted if you are not satisfied with condition.This iPhone has been fully tested and has been reset to factory settings by a certified technician. Phone is in good working order with minimal to no scratches, scuffs, dings, or blemishes present. Comes with a compatible USB cable and compatible wall adapter.",https://i5.walmartimages.com/seo/Apple-iPhone-SE-32GB-Unlocked-Space-Gray-Refurbished-Good_e058405a-a2b0-4ff8-a60c-91378bb78074_1.178e09127f69b59518abb80abb45cd81.jpeg,86.93,USD
59,iphone,4,23,1ZQ5CIB0GY5I,Cell Phones,Pre-Owned Apple Iphone XR - Carrier Unlocked - 128GB Black (Refurbished: Good),Apple,3.3,,"iPhone XR features the most advanced LCD in a smartphone - a 6.1-inch Liquid Retina display with industry-leading color accuracy and an innovative backlight design that allows the screen to stretch into the corners. Six stunning new finishes. Advanced Face ID lets you securely unlock your iPhone, log in to apps, and pay with just a glance. The A12 Bionic chip with next-generation Neural Engine uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. A breakthrough 12MP camera system with Portrait mode, Portrait Lighting, enhanced bokeh, and all-new Depth Control. Water resistance. And iOS 12 - the most advanced mobile operating system in the world - with powerful new tools that make iPhone more personal than ever. This iPhone has been certified by our industry-leading mobile diagnostic software to be 100% fully functional. It is in VERY GOOD cosmetic condition showing only minor signs of use on screen and/or casing. Premium aftermarket wall charger and USB cable are included. Original packaging is NOT included. This phone is fully functional with all GSM and CDMA carriers. A SIM card and headphones are NOT included.",https://i5.walmartimages.com/seo/Pre-Owned-Apple-Iphone-XR-Carrier-Unlocked-128GB-Black-Refurbished-Good_2dea09dc-3455-41d8-a559-ba8aae90d106_1.2c01f930e345dd73dee2380a01151909.jpeg,213.94,USD
60,iphone,4,22,70IBY4Z7IVU1,Cell Phones,Restored Apple iPhone XS 64GB Space Gray Fully Unlocked Smartphone (Refurbished),Apple,2.3,,"The Apple iPhone XS features a 5.8-inch Super Retina display with custom-built OLED panels for an HDR Display. The Advanced Face ID lets you securely unlock your iPhone, log into apps and pay with just a glance. The A12 Bionic Chip with next-gen Neural Engine uses real-time machine learning to transform the way you experience photos, gaming, augmented reality and more. A breakthrough 12MP dual-camera system takes your portraits to the next level with Portrait mode.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-XS-64GB-Space-Gray-Fully-Unlocked-Smartphone-Refurbished_8586c149-9c13-4850-b5e1-d7c5ca0b0e99.430e428b3cd47988efbce2b83555ce2a.jpeg,202.99,USD
61,iphone,4,21,5JPZAX4TF0DC,Cell Phones,"Apple iPhone 12 Mini A2176 128GB Blue Fully Unlocked 5.4"" Smartphone (Refurbished: Good)",Apple,3.8,,"Condition: This item shows heavier wear (Grade C - Scratch & Dent condition) and is backed by a one year warranty. It may show minor bruising or dead pixels on the screen, but will not affect functionality of the device. It is fully functional and has been professionally Used, inspected and cleaned to acceptable condition. This product has been determined fully functional by our industry leading 30+ functionality inspection. UL approved power adapter and charging cable are included. This product will not come in its original packaging; Headphones, SIM card and manual will not be included.",https://i5.walmartimages.com/seo/Apple-iPhone-12-Mini-A2176-128GB-Blue-Fully-Unlocked-5-4-Smartphone-Refurbished-Good_7c33f752-f504-4998-afd3-01f7e9c2e559.2349b30b517514a1944ffd65464de3ba.jpeg,279.0,USD
62,iphone,4,20,5OQBQ4QB80FD,Cell Phones,Restored Apple iPhone 13 Mini - Carrier Unlocked - 128GB Midnight (Refurbished),Apple,5.0,,"This item is refurbished. The Apple iPhone 13 mini has the most advanced dual-camera system ever on iPhone. Lightning-fast A15 Bionic chip. A leap in battery life. Durable design. Superfast 5G and a brighter Super Retina XDR display. This iPhone has been professionally refurbished. It is in excellent condition with little to no light scratches, scuffs and no blemishes.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-13-Mini-Carrier-Unlocked-128GB-Midnight-Refurbished_bc2c5249-44d3-4fa4-9a60-dd41534391c7.57f1463b179ca49928cdeb2d5ff8d3fb.jpeg,419.99,USD
63,iphone,4,19,620AQLSKU09U,Cell Phones,Restored Apple iPhone 12 128GB Fully Unlocked Black (Refurbished),Apple,3.0,,"This Apple iPhone 12 has been professionally restored to working order by an approved vendor.  It is in Perfect Working Condition with 9/10 Cosmetic Rating. Fully Unlocked  compatible with all carriers.
Internally, the iPhone 12 is powered by a 64-bit 3.0 GHz ""Apple A14 Bionic"" processor with six cores -- two performance cores and four high-efficiency cores -- and a 16-core Neural Engine. It has 4 GB of RAM, 128 GB of flash storage. It also supports 802.11ax Wi-Fi 6 with 2x2 MIMO, 5G wireless, Bluetooth 5.0, Ultra Wideband ""for spatial awareness,"" NFC for Apple Pay, ""Express Cards with power reserve"" for compatible transit systems, and dual SIMs (one hardware nano SIM and one software-based eSIM).
All iPhone 12 models have a haptic-touch capable 6.1"" (diagonal) ""Super Retina XDR"" display (2532x1170, 460 ppi) that occupies nearly the entire front of the device. It has three cameras. On the front -- tucked in the ""notch"" -- is a ""TrueDepth"" camera that in addition to supporting ""Advanced Face ID"" identification functionality, takes 12 megapixel photos, shoots 4K video, and has software support for Portrait mode, Portrait lighting, and more. The rear packs dual 12 megapixel, 4K video-capable Ultra Wide (f/2.4 aperture, 120-degree field of view) and Wide (f/1.6 aperture) cameras. Apple notes that the iPhone 12 provides ""computational photography"" features that improve low-light performance and reduce noise compared to earlier iPhone models.

The iPhone 12 uses a ""aerospace-grade"" aluminum case with flat sides and has a glass front and back. The front has a ""Ceramic Shield"" cover for improved durability and the back has an integrated ""MagSafe"" magnetic charging connection. It is splash, water, and dust-resistant to the IP68 standard (maximum depth of 6 meters up to 30 minutes).",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-12-128GB-Fully-Unlocked-Black-Refurbished_e1389e88-bfa7-497b-9bc4-3b22563e7948.05e7aa80725d9a67efd8f59f635308b0.jpeg,309.99,USD
64,iphone,4,18,37VQT7FJNFP9,Cell Phones,Apple iPhone 8 64GB Unlocked GSM Phone w/ 12MP Camera - Space Gray (Used),Apple,3.3,,"iPhone 8 introduces an all‑new glass design. The world's most popular camera, now even better. The smartest, most powerful chip ever in a smartphone. Wireless charging that’s truly effortless. And augmented reality experiences never before possible. iPhone 8. A new generation of iPhone.",https://i5.walmartimages.com/seo/Apple-iPhone-8-64GB-Unlocked-GSM-Phone-w-12MP-Camera-Space-Gray-Used_9d2fe70e-7e4d-438a-bd01-1b296b0a34ae_1.4dfff9def878547f484a5f4d569195e3.jpeg,103.99,USD
65,iphone,4,17,3WQDMAVN5DC5,Cell Phones,Restored Apple iPhone 12 A2172 64GB Black Fully Unlocked Smartphone (Refurbished),Apple,3.8,,"<div class=""mb3"" style=""box-sizing: border-box; margin-bottom: 16px; font-family: Bogle, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span class=""b f6 mid-gray lh-copy lh-title overflow-visible db w_Ae"" style=""-webkit-box-orient: vertical; display: block; overflow: visible; font-weight: 700; line-height: 1.5; color: rgb(70, 71, 74); font-size: 14px; padding-bottom: 0em; margin-bottom: 0em;""><div class=""dangerous-html mb3"" style=""box-sizing: border-box; margin-bottom: 16px;"">This phone has been fully tested and been reset to factory settings by a certified technician. Phone is in good working order with minor wear and tear including scratches, scuffs, dings or blemishes. Comes with compatible USB cable and compatible wall adapter. No SIM card is included.</div><div></div></span></div><div class=""mb3"" style=""box-sizing: border-box; margin-bottom: 16px; font-family: Bogle, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span class=""f6 mid-gray lh-title overflow-visible db w_Ae"" style=""-webkit-box-orient: vertical; display: block; overflow: visible; line-height: 1.25; color: rgb(70, 71, 74); font-size: 14px; padding-bottom: 0em; margin-bottom: 0em;""></span></div>",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-12-A2172-64GB-Black-Fully-Unlocked-Smartphone-Refurbished_5a04fa23-da61-462b-8fb2-e6c739b14c40.035260aa21e0bedf72ba6d81e4e7f57b.jpeg,294.97,USD
66,iphone,4,16,7D2PGRK9QRS9,Cell Phones,Restored Apple iPhone 11 64GB Factory GSM Unlocked T-Mobile AT&T 4G LTE Smartphone Black (Refurbished),Apple,4.0,,"Just the right amount of everything. A new dual‑camera system captures more of what you see and love. The fastest chip ever in a smartphone and all‑day battery life let you do more and charge less. And the highest‑quality video in a smartphone, so your memories look better than ever. It just got a whole lot harder to take a bad photo. All‑new dual‑camera system. Take your photos from wide to ultra wide. A redesigned interface uses the new Ultra Wide camera to show you what’s happening outside the frame — and lets you capture it. Shoot and edit videos as easily as you do photos. It’s the world’s most popular camera, now with a whole new perspective. Shoot and edit the highest-quality video in a smartphone. iPhone 11 shoots beautifully sharp 4K video at 60 fps across all its cameras. The Ultra Wide camera captures four times more scene, so it’s perfect for action shots like your dog catching a frisbee. If you’re recording a performance — say, your kid’s piano recital — when you zoom in, the audio zooms too. And now you can edit videos as easily as you do photos. New Ultra Wide camera. Go big — the new Ultra Wide camera captures four times more scene. Think breathtaking landscapes that go on forever. Capturing the entire stage and crowd at a music festival. And vacation shots that show the whole family — including the views you traveled 11,000 miles for. ntroducing Night mode. Shooting in low light doesn’t have to be a shot in the dark. Night mode is a new feature that turns on automatically for low‑light photos like you’ve never seen. There’s no need for flash, colors are more natural, and photos are brighter. Take portraits to new places. With new kinds of portraits and more lighting controls, the dual cameras in iPhone 11 work together to create stunning images. And Portrait mode now works with everything you love to shoot — that includes your best friends, two‑legged or four. Start shooting video instantly with QuickTake. Take a video simply by holding the shutter while in photo mode. Then swipe to the right to continue recording. If you’re shooting outdoors, A13 Bionic can use machine learning to automatically track a moving subject. 
Introducing the slofie. Everything looks cooler at 120 fps, even if you’re just saying cheese, waving hi, or tossing your hair in the breeze. And now you can add more of everything to your selfies thanks to the new 12MP TrueDepth camera. Just turn your iPhone to landscape and the camera automatically zooms out to fit more in. The toughest glass in a smartphone. Front glass and back glass are strengthened through a dual ion‑exchange process. Water resistant to twice the depth. iPhone 11 is water resistant up to 2 meters for up to 30 minutes — double the depth of iPhone XR.1. All-day battery life. Hardware and software work together to get the most out of your battery. And thanks to fast‑charge capability, you can recharge in less time. Both iPhone 11 and iPhone 11 Pro have the fastest chip ever in a smartphone. A13 Bionic is so powerful, everything you do is fast and fluid. It also works in the most power‑efficient way possible, so your battery lasts longer. In fact, A13 Bionic is so advanced, it’s years ahead of the pack. The most secure facial authentication in a smartphone. Face ID lets you unlock your iPhone instantly, and it’s even more secure than Touch ID. With just a glance you can sign in to apps, access accounts, and pay with Apple Pay. And setting it up is quick and simple. Every feature in iPhone is designed to protect your personal information. Face ID doesn’t store or share your photo. When you send an iMessage or make a FaceTime call, your data is encrypted. And Maps tells you where you’re going without sharing where you’ve been. iPhone holds its value longer. Every iPhone is engineered with premium materials and built to last. But when it’s finally time to let go — we feel you — trade it in for your next iPhone. Your old one will be recycled or go to a new owner.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-11-64GB-Factory-GSM-Unlocked-T-Mobile-AT-T-4G-LTE-Smartphone-Black-Refurbished_cb040c89-ab44-484a-8254-84adc388e02e.66e2086680b0518a5c56985038b5cc01.jpeg,244.92,USD
67,iphone,4,15,0WTBCBCEKGNS,Cell Phones,Pre-Owned iPhone 11 64GB Red (Unlocked) (Refurbished: Good),Apple,4.0,,"This iPhone has been fully tested and been reset to factory settings by a certified technician. Phone is in good working order with minor wear and tear including scratches, scuffs, dings or blemishes. Comes with compatible USB cable and compatible wall adapter. No SIM card is included. This phone is Unlocked for use with GSM and CDMA carriers.",https://i5.walmartimages.com/seo/Pre-Owned-iPhone-11-64GB-Red-Unlocked-Refurbished-Good_78de080f-0fec-4f22-8451-305c7a073980.f35dad7cf5a6fa45eeaefdb93084e440.jpeg,231.97,USD
68,iphone,4,14,4V7LVS2V8KTU,Cell Phones,Restored iPhone 12 64GB Red (Unlocked) (Refurbished),Apple,4.1,,"This phone has been fully tested and has been reset to factory settings by a certified technician. Phone is in good working order with minimal to no scratches, scuffs, dings or blemishes present. Comes with compatible USB cable and compatible wall adapter. No SIM card is included.",https://i5.walmartimages.com/seo/Restored-iPhone-12-64GB-Red-Unlocked-Refurbished_e1c2688c-8831-495b-ba4c-3062b9ab6bf2.5cdd8a15fc5144629bee66e23ad51633.jpeg,289.0,USD
69,iphone,4,12,4T6EEO9WPK60,Cell Phones,iPhone 11 64GB 128GB 256GB All Colors (US Model) - Factory Unlocked Cell Phone - Good Condition,Apple,,,IPH11/128GB/BLK/VZW/SR/SWM1,https://i5.walmartimages.com/seo/iPhone-11-64GB-128GB-256GB-All-Colors-US-Model-Factory-Unlocked-Cell-Phone-Good-Condition_694895c4-1a42-482d-8cb8-980f26d2122a.3ddaf0e30b64a58bb00156ea95bb7bfc.jpeg,288.99,USD
70,iphone,4,11,43IFM9NC78IM,Cell Phones,Restored Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone (Refurbished),Apple,3.3,,"Shoot 4K videos, beautiful portraits, and sweeping landscapes with the all-new dual-camera system. Capture your best low-light photos with Night mode. See true-to-life color in your photos, videos, and games on the 6.1-inch Liquid Retina display.³ Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. Do more and charge less with all-day battery life.² And worry less with water resistance up to 2 meters for 30 minutes.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-11-64GB-Factory-Unlocked-4G-LTE-Smartphone-Refurbished_5587ed3c-4131-49ee-a67e-68a31a68bc72_1.28de07cdb1da8a16928c0b2bf47526ea.jpeg,235.99,USD
71,iphone,4,10,2TEVLHUP2J2A,Cell Phones,Used iPhone 11 128GB Black (Unlocked) (Used ),Apple,4.3,,"This iPhone has been fully tested and been reset to factory settings by a certified technician. Phone is in good working order with minor wear and tear including scratches, scuffs, dings or blemishes. Comes with compatible USB cable and compatible wall adapter. No SIM card is included. This phone is Unlocked for use with GSM and CDMA carriers.",https://i5.walmartimages.com/seo/Used-iPhone-11-128GB-Black-Unlocked-Used_56d7c6a4-3861-453e-83f6-1d4cd12058f3_1.6f0da59e3c1b49bc082882e0737e6e19.jpeg,265.0,USD
